id,title,company,location,salary,description
NAU_536228, Studio Manager-IT and Equipment,Naukri Listed Company,Mumbai, Not Disclosed by Recruiter ," Studio Manager-IT and Equipment Technical Support  Post production| Com| Installation| Networking| Technical| Editing| Testing IT Hardware , Technical Support , Telecom Engineering Telcom, ISP 7 - 12 yrs"
NAU_460052, RTL Design Engineer - ASIC Domain,Naukri Listed Company,Bengaluru, Not Disclosed by Recruiter ," RTL Design Engineer - ASIC Domain Programming & Design  STA| ASIC| Synthesis| DFT| Timing Closure| Synopsys| RTL Design IT Software - Embedded , EDA , VLSI , ASIC , Chip Design IT-Software, Software Services 5 - 10 yrs"
NAU_747565,Immediate Openings for Agency Manager at Gandhidham,Naukri Listed Company,Ahmedabad,"INR 1,00,000 - 2,50,000 PA.","Immediate Openings for Agency Manager at Gandhidham Retail Sales Sales|Agency Development|Hiring|Training Needs|Agent Recruitment|Life Insurance|Development Management Sales , Retail , Business Development Insurance  1 - 3 Years"
NAU_818920, Transaction Advisory (m&a/ Corporate / International Tax) Associate,Naukri Listed Company,"Bengaluru,Delhi NCR"," 10,00,000 - 20,00,000 PA. "," Transaction Advisory (m&a/ Corporate / International Tax) Associate Accounts  international taxation| corporate taxation| transaction advisory Accounts , Finance , Tax , Company Secretary , Audit Legal 4 - 6 yrs"
NAU_928217, Accounts Lead (B2B),Naukri Listed Company,Bengaluru, Not Disclosed by Recruiter ," Accounts Lead (B2B) Finance/Audit  Client handling| B2B| Corporate handling| Corporate| Accounts Executive| Management| Business Executive Accounts , Finance , Tax , Company Secretary , Audit Education, Teaching, Training 5 - 10 yrs"
NAU_276836, Cluster Sales Head - Tied Channel &amp; Affinity Alliances - Health Insura,Naukri Listed Company,"Delhi NCR,Mumbai,Pune,Ahmedabad,Nagpur,Nashik,Gujarat,Maharashtra", Not Disclosed by Recruiter ," Cluster Sales Head - Tied Channel &amp; Affinity Alliances - Health Insura Senior Management  Sales Head| Tied Channel| Sales| Business Growth| Profitability| Business Operations| New Business| Alliances Sales , Retail , Business Development Insurance 4 - 9 yrs"
NAU_988476," Job Opening For ""windows Server Monitoirng",Naukri Listed Company,Bengaluru, Not Disclosed by Recruiter ," Job Opening For ""windows Server Monitoirng Programming & Design  Windows Server| server support| windows server support| windows support| Monitoring| ITIL| it infrastructure IT Software - Application Programming , Maintenance IT-Software, Software Services 1 - 5 yrs"
NAU_437715, NRI Relationship Manager,Naukri Listed Company,Mumbai," 7,00,000 - 10,00,000 PA. "," NRI Relationship Manager Life Insurance/Financial Services  Sales| Life Insurance| Investment Products| Cross Selling| General Insurance| Banking| NRI| RM| Relationship Management| Liabilities Financial Services , Banking , Investments , Insurance Banking, Financial Services, Broking 4 - 6 yrs"
NAU_192154," Openings for Content Labeling,content Sourcing and Video Editor",Naukri Listed Company,"Bengaluru,Gurgaon,Mumbai Suburbs", Not Disclosed by Recruiter ," Openings for Content Labeling,content Sourcing and Video Editor Content Development  video editing| video proof reading| video content editor| content sourcing| content labeling Journalism , Editing , Content IT-Software, Software Services 0 - 2 yrs"
NAU_391593, ETL Developer - Immediate Joiner only,Naukri Listed Company,Noida (Sector-127 Noida) , Not Disclosed by Recruiter ," ETL Developer - Immediate Joiner only Programming & Design  etl| plsql| oracle| db2| db2 developer| nosql| sql dba| sql queries| etl developer| sql database| sql server dba| sql programmer| abinitio| datastage| informatica| teradata IT Software - Application Programming , Maintenance IT-Software, Software Services 4 - 7 yrs"
NAU_257901, Technical Sales Associate For Inbound Voice Process,Naukri Listed Company,Kolkata, Not Disclosed by Recruiter ," Technical Sales Associate For Inbound Voice Process Voice  Medical| Technical support| Outbound| Antivirus| Comp| Inbound voice process| technical sales associate| International BPO| Sales| US shift ITES , BPO , KPO , LPO , Customer Service , Operations IT-Software, Software Services 0 - 3 yrs"
NAU_448803, JDE E1 Manufacturing Consultant,Naukri Listed Company,Pune, Not Disclosed by Recruiter ," JDE E1 Manufacturing Consultant System Design/Implementation/ERP/CRM  Change Management| Business Process| JD Edwards| JDE| Test Scripts| Project Planning| Software Solutions IT Software - ERP , CRM Automobile, Auto Anciliary, Auto Components 5 - 8 yrs"
NAU_431256, Technical Support Associate / Technical Sales Associate-Inbound Voice ,Naukri Listed Company,Kolkata, Not Disclosed by Recruiter ," Technical Support Associate / Technical Sales Associate-Inbound Voice  Voice  Outbound| Antivirus| Comp| Technical support| Technical Support Associate| technical sales associate| Sales| Technical Associate| Voice support| Inbound calls ITES , BPO , KPO , LPO , Customer Service , Operations IT-Software, Software Services 0 - 3 yrs"
NAU_308574, Senior Programmer,Naukri Listed Company,Mumbai, Not Disclosed by Recruiter ," Senior Programmer Programming & Design  javascript| xml| php| server| development| solid| technical| client server| action script| asp net| scripting| product management| web| design| asp.net| developer| flash IT Software - Application Programming , Maintenance IT-Software, Software Services 3 - 5 yrs"
NAU_458336, Profile BFSI - Group B3,Naukri Listed Company,Bengaluru, Not Disclosed by Recruiter ," Profile BFSI - Group B3 Finance/Audit  Bfsi| Information security| Customer service| Management| Risk management| Testing Accounts , Finance , Tax , Company Secretary , Audit BPO, Call Centre, ITeS 4 - 6 yrs"
NAU_520480,Project Manager - Interactive Web Response System - Lambda,Naukri Listed Company,Ahmedabad (Gota) ,Openings: 1,"Project Manager - Interactive Web Response System - Lambda Purchase/Material Management Project Life Cycle|Project Management|Project Documentation|SCOPE|Project Planning|MS Project|UAT|Business Analysis|User Acceptance Testing|Bidding Supply Chain , Logistics , Purchase , Materials Pharma / Biotech / Clinical Research  5 - 10 Years"
NAU_976736, Service Delivery Engineer 2,Naukri Listed Company,"Bengaluru,India", Not Disclosed by Recruiter ," Service Delivery Engineer 2 Admin/Maintenance/Security/Datawarehousing  VMware| Process Consulting| Soft Skills| Customer Service| Cisco Ucs| Service Delivery| Operations| Data Center| Storage Virtualization IT Software - Network Administration , Security IT-Software, Software Services 4 - 6 yrs"
NAU_289013, Client Service Executive_pune,Naukri Listed Company,Pune," 1,75,000 - 3,00,000 PA. "," Client Service Executive_pune Other  pr| area sales| cold calling| branding| client servicing| business development| sales| tele sales| demand generation| marketing| inside sales| fresher| lead generation| outbound sales| diploma| telemarketing| undergraduate| promotion Travel , Tours , Ticketing , Airlines Travel , Hotels , Restaurants , Airlines , Railways 0 - 1 yrs"
NAU_970940, Walk In For Technical Support Role- US IT Healthcare Company,Naukri Listed Company,Mumbai," 2,50,000 - 3,50,000 PA. "," Walk In For Technical Support Role- US IT Healthcare Company nan  technical support| customer service orientation| rdbms| sql queries| customer satisfaction| information technology| computer science| Technical Associate| technical support engineer| application support engineer| Application Support| Software Support Other IT-Software, Software Services 0 - 5 yrs"
NAU_749285, Job Opportunity || Customer Service Coordinator || Manesar (gurgaon),Naukri Listed Company,"Delhi NCR,Gurgaon"," 1,00,000 - 3,25,000 PA. "," Job Opportunity || Customer Service Coordinator || Manesar (gurgaon) Voice  bpo| fresher| customer service| customer care| customer handling ITES , BPO , KPO , LPO , Customer Service , Operations BPO, Call Centre, ITeS 0 - 2 yrs"
NAU_221156,Walk In 29th July till 1st Aug | Non Voice Process in E-commerce,Naukri Listed Company, Bengaluru, Not Disclosed by Recruiter,"Walk In 29th July till 1st Aug | Non Voice Process in E-commerce Back Office/Web/Transaction Processing bpo|international bpo|Non Voice Process|chat|back office|customer service|customer complaints|international call center|kpo|contact center|customer support|E - commerce ITES , BPO , KPO , LPO , Customer Service , Operations Internet / Ecommerce  0 - 3 Years"
NAU_718464, Senior Design Engineer - Fire Fighting,Naukri Listed Company,Pune," 7,00,000 - 10,00,000 PA. "," Senior Design Engineer - Fire Fighting Engineering Design  Fire Protection| Design Development| Design Engineering| Concept Design| Technical Specifications| Fire Fighting Engineering Design , R&D Construction, Engineering, Cement, Metals 7 - 10 yrs"
NAU_768572, Angular Developer - Fulcrum Digital,Naukri Listed Company,Pune, Not Disclosed by Recruiter ," Angular Developer - Fulcrum Digital Programming & Design  Angularjs| CSS| Responsive Web Design| Javascript| Bootstrap| HTML| JSON| JQuery| Web Development| Grunt IT Software - Application Programming , Maintenance IT-Software, Software Services 4 - 6 yrs"
NAU_637786, we are Looking for Cattle Farming Expert,Naukri Listed Company,Delhi, No Bar For Right Candidate ," we are Looking for Cattle Farming Expert Senior Management  cattle| poultry| feeds| veterinary| animal health| dairy| Milk| Breeding Production , Manufacturing , Maintenance Agriculture, Dairy 2 - 6 yrs"
NAU_109980, MAGENTO DEVELOPER,Naukri Listed Company,Gurgaon, Not Disclosed by Recruiter ," MAGENTO DEVELOPER Programming & Design  php| html| mysql| development| team management| analytical| technical| developing| coding| database| web| backend| e-commerce| conceptualization| magento IT Software - Application Programming , Maintenance IT-Software, Software Services 3 - 5 yrs"
NAU_496439, HR Executive (female) for Events/brand Management Co. in Gurgaon,Naukri Listed Company,Gurgaon (Udyog Vihar) ," 2,50,000 - 3,00,000 PA. "," HR Executive (female) for Events/brand Management Co. in Gurgaon HR/ Recruitment / IR  recruitment| hr| induction| joining formalities| talent acquisition| interview coordination| orientation| selection| vendor management| Exit Formalities HR , Recruitment , Administration , IR Advertising, PR, MR, Event Management 2 - 3 yrs"
NAU_374564, Mechanical Engineering- Associate Professor,Naukri Listed Company,Pune, Not Disclosed by Recruiter ," Mechanical Engineering- Associate Professor University Level  Teaching| Educator| Counselor| Mentor| Trainer| Advisor Teaching , Education , Training , Counselling Education, Teaching, Training 5 - 8 yrs"
NAU_804243, Team Leader Operations - Outbound Voice Process,Naukri Listed Company,Bengaluru," 2,00,000 - 3,75,000 PA. "," Team Leader Operations - Outbound Voice Process Voice  Service Level| Effective Communication| General Insurance| Training Needs| Outbound Sales| Subject Matter Expertise| Insurance| Team Leading| Senior Management| Operations Management ITES , BPO , KPO , LPO , Customer Service , Operations BPO, Call Centre, ITeS 1 - 6 yrs"
NAU_681093, Urgent Requirement : Dot Net Developer,Naukri Listed Company,Bengaluru," 5,00,000 - 15,00,000 PA. "," Urgent Requirement : Dot Net Developer General Insurance  oops| .net| windows server| multithreading| dot net| multithread programming| Agile Development Financial Services , Banking , Investments , Insurance Banking, Financial Services, Broking 6 - 11 yrs"
NAU_788121, ERJ135/ ERJ145 Instructor / Examiner pilots,Naukri Listed Company,Mumbai, Not Disclosed by Recruiter ," ERJ135/ ERJ145 Instructor / Examiner pilots Airline  Flying| Airlines| Email| Typing| CV| Aviation| Rating| Business Executive| Application Travel , Tours , Ticketing , Airlines Recruitment, Staffing 2 - 6 yrs"
NAU_988544, Software Engineer ASPdot net,Naukri Listed Company,Noida, Not Disclosed by Recruiter ," Software Engineer ASPdot net Programming & Design  jQuery| Enterprise applications| Application programming| MySQL| Entity framework| ASP.Net| test driven development| microsoft| Software services| SQL IT Software - Application Programming , Maintenance Recruitment, Staffing 2 - 5 yrs"
NAU_783595, Executive Regulatory Affairs - DRA QA,Naukri Listed Company,Mumbai Suburbs," 5,00,000 - 8,00,000 PA. "," Executive Regulatory Affairs - DRA QA Drug Regulatory Affairs/Documentation  anda| regulatory affairs| batch manufacturing Legal , Regulatory , Intellectual Property Pharma, Biotech, Clinical Research 6 - 8 yrs"
NAU_671336, International Inbound Tech Process /US Shift at Saltlake Sector V.,Naukri Listed Company,Kolkata, Not Disclosed by Recruiter ," International Inbound Tech Process /US Shift at Saltlake Sector V. Voice  Outbound| Technical support| Recruitment| English| Email| Inbound calls| Domestic BPO| US shift| Troubleshooting| Comp ITES , BPO , KPO , LPO , Customer Service , Operations IT-Software, Software Services 1 - 4 yrs"
NAU_136944, Product Management Technical Professional,Naukri Listed Company,Pune, Not Disclosed by Recruiter ," Product Management Technical Professional Programming & Design  PaaS| IaaS| Payments| microservices| NoSQL| devops| Cloud| Agile| Product development| API IT Software - Application Programming , Maintenance IT-Software, Software Services 10 - 16 yrs"
NAU_350986, Lead Administrator - IMS - DB2UDB Database Infrats-L4.1,Naukri Listed Company,Gurgaon, Not Disclosed by Recruiter ," Lead Administrator - IMS - DB2UDB Database Infrats-L4.1 Admin/Maintenance/Security/Datawarehousing  Db2| IMS| Module| Project delivery| Entry level| Lead Administrator| Language skills| Application| Manager Technology IT Software - DBA , Datawarehousing IT-Software, Software Services 5 - 8 yrs"
NAU_241905, HR Manager -generalist Role,Naukri Listed Company,"Mumbai Suburbs,Mumbai", Not Disclosed by Recruiter ," HR Manager -generalist Role Senior Management  benefits| hr| forecast| human resource management| human resource| Talent Acquisition| staffing| planning| Payroll| system| hotels| recruitment| hospitality| restaurants| compensation| rewards| policy| budget HR , Recruitment , Administration , IR Travel , Hotels , Restaurants , Airlines , Railways 8 - 13 yrs"
